component1,component2,component3,label
1.0691433,1.8943983,-0.32080135,SciVis
4.75018,-1.1154203,0.121005364,SciVis
10.488028,1.6316282,-0.28623882,SciVis
-0.73685455,-0.12186401,0.29359898,InfoVis
-0.18188551,-2.821994,0.76436603,SciVis
-1.407976,-0.15171108,0.0016299332,VAST
-0.19120152,-0.87715894,0.73983985,SciVis
0.08186993,3.050059,0.48135376,InfoVis
7.024909,1.5147642,0.031149765,SciVis
-0.85615677,1.1229185,-0.32122555,InfoVis
0.6821835,-2.7786381,0.538326,SciVis
7.474632,1.1014192,-0.3475024,SciVis
-0.18096066,2.0937994,-0.15287718,InfoVis
0.9505801,-1.4650952,0.5052063,SciVis
3.2522697,-2.1817806,0.26634857,SciVis
2.6210153,-2.415847,1.3229305,SciVis
2.5441895,-1.920501,0.5202931,SciVis
-0.17756376,1.8138145,0.3326001,InfoVis
-1.2279145,-2.1473746,0.1560661,VAST
0.55777687,-0.9333737,0.49121696,SciVis
3.4052024,-1.6534361,0.26359823,SciVis
-1.09236,1.5018922,-0.099890284,InfoVis
-0.96001714,1.1891439,0.18273221,InfoVis
-1.0083586,1.6549532,-0.19642745,InfoVis
1.6400893,-3.1570408,0.71665305,SciVis
-0.6752049,1.7965442,0.22478454,InfoVis
-0.9000694,0.78827685,-0.068382986,InfoVis
-1.1040604,0.7505298,-0.20201206,InfoVis
2.1631765,2.2189834,-0.3925962,SciVis
-1.1921841,-1.321563,0.20349985,VAST
6.23707,-0.102977864,-0.2442456,SciVis
9.199483,0.33981192,0.09496255,SciVis
-0.737904,1.0086714,0.23565544,InfoVis
-0.4241621,-0.78898317,0.23119754,SciVis
-1.6756613,-1.6135072,-0.30524835,VAST
-0.5020933,2.1209095,0.06764338,InfoVis
-1.280904,-1.3211347,-0.3631348,VAST
-0.49067354,1.1109134,-0.053746846,InfoVis
-1.5513326,-0.2691949,-0.20575568,VAST
-1.1382076,-1.9557948,0.04403126,VAST
2.2785795,-3.5549736,0.39311144,SciVis
0.22852111,2.8098764,0.046761863,InfoVis
8.791445,1.6320001,-0.14754981,SciVis
-1.1136407,0.19892742,0.20606725,InfoVis
0.27311754,-2.0890636,-0.05968861,SciVis
4.191711,-1.1993954,0.21126463,SciVis
-1.1081551,-1.4179575,-0.06617913,VAST
-1.0377237,-0.2847466,0.06462637,InfoVis
1.2671416,0.39350027,0.08047804,SciVis
-0.8777995,-1.3784411,-0.1683206,VAST
1.619598,2.3172839,0.124383144,InfoVis
0.23562494,3.2371714,0.3598419,InfoVis
-1.0106126,1.5413692,-0.028283536,InfoVis
-1.539064,-1.8680786,-0.33869693,VAST
0.5875035,3.0988438,0.23096162,InfoVis
-1.1993737,-1.7667034,0.08916133,VAST
6.5913777,-2.499569,-0.42443255,SciVis
-0.8083262,-0.6840334,-0.1139493,VAST
-0.8962332,1.2119796,0.04040678,InfoVis
-1.6830037,-1.1997273,-0.41386944,InfoVis
-1.2720015,-1.716115,0.037363153,VAST
-0.9596934,-0.7951865,0.21162535,VAST
-1.5907259,-0.07806372,-0.30276144,InfoVis
-1.1960665,-0.48202887,-0.1191746,VAST
-1.3686095,0.96734685,-0.22266783,VAST
-1.6458409,-1.2286397,-0.031722367,VAST
-0.82866013,-0.86885357,-0.017786738,VAST
-1.3389518,-0.13907708,-0.13188228,VAST
-1.3638445,-2.1210017,-0.097718894,VAST
2.5640297,-2.4982433,0.8191098,SciVis
-1.6308113,-0.9998708,-0.52785975,InfoVis
-0.38533086,0.5683317,-0.2779417,InfoVis
-1.2101539,-1.6030656,-0.29900244,VAST
-1.5262625,-1.7581383,0.07559595,VAST
1.0086372,0.5567111,0.5344828,VAST
-0.7820187,0.83270395,0.077775896,InfoVis
7.87685,-0.48340464,-0.6566065,SciVis
-0.8614023,-0.13454583,-0.23168784,VAST
-1.0884389,-0.7927861,-0.42044455,VAST
-1.7588742,-0.9866956,-0.4209941,VAST
-1.3624308,-1.5884192,-0.15372626,VAST
-1.2754196,0.38497177,-0.101006635,VAST
-0.8876941,-0.8999908,-0.12289455,VAST
-1.0166118,-0.020405952,-0.1534272,InfoVis
-1.2800463,-1.3173316,0.38511866,VAST
-1.0536313,0.6210094,0.0028480643,InfoVis
-1.3257871,-1.6867572,0.39425138,VAST
1.6603341,-0.04917459,-0.2812744,SciVis
0.42248258,-0.21426536,0.28450254,InfoVis
-1.3734103,1.003418,-0.27265948,InfoVis
-1.2461432,0.5450027,-0.29233217,InfoVis
-1.2422805,-0.6916555,-0.3285734,InfoVis
-0.5112808,3.4927497,0.4772901,InfoVis
-0.94989586,1.9106671,0.04394807,InfoVis
-0.7698801,0.933293,-0.17244674,InfoVis
-0.77176595,1.0893413,0.16652808,InfoVis
1.9066877,2.8074358,0.013231979,InfoVis
-1.0864183,1.1371284,0.10143636,InfoVis
-0.65726954,-0.40632373,0.5765406,InfoVis
-0.9783625,0.37257627,-0.15788928,InfoVis
1.5761414,3.7790065,-0.22055636,InfoVis
-0.71766526,2.655757,0.06082296,InfoVis
-0.55537194,1.9938905,-0.14336333,InfoVis
-0.8446786,1.223385,-0.02694617,InfoVis
-0.6247187,2.4399924,0.23620255,InfoVis
-0.5912828,2.6155705,0.2729231,InfoVis
-0.93687606,0.50821644,-0.065920606,InfoVis
-0.68278193,-0.032484382,-0.29560506,InfoVis
-0.24146268,2.4617252,0.31555313,InfoVis
-0.5390415,-0.22653009,-0.08121041,InfoVis
1.5752374,-1.3809083,0.3016482,InfoVis
4.6949444,-2.264781,-0.8415259,SciVis
2.5979433,-0.03629196,-0.29099292,SciVis
1.4824823,-0.053525023,-0.2929799,SciVis
-0.26555672,2.5575283,0.15616155,InfoVis
-0.7407578,-1.4528136,1.3126357,InfoVis
3.1681798,-0.32132882,-0.36530346,SciVis
-0.29757956,1.6518139,0.2712093,InfoVis
5.4972205,0.4103796,-0.83571506,SciVis
-0.027666364,2.9975517,0.77420247,InfoVis
-0.3781488,1.1700579,0.22234721,InfoVis
4.0405726,-1.1956168,0.684106,SciVis
12.159517,2.3232832,-0.18977897,SciVis
3.5736957,-1.219773,0.05433414,SciVis
0.96433544,0.8662273,-0.020163551,SciVis
2.4500315,-1.9494289,-0.20150821,SciVis
5.442696,-1.2974914,0.088425614,SciVis
6.5885806,0.07563006,-0.20874044,SciVis
8.143778,-0.53422165,-0.43369323,SciVis
6.577217,-0.75222737,-0.4697771,SciVis
7.88485,0.09093456,-0.28474686,SciVis
5.737606,-1.1290472,-0.30049315,SciVis
8.06784,-2.8516462,0.2223202,SciVis
-0.45010343,-0.7714432,-0.1216206,SciVis
2.895388,-0.8710642,-0.0034012687,SciVis
-0.6185156,1.9214491,0.16748501,InfoVis
-0.83489543,1.5143114,-0.078827776,InfoVis
-0.7053163,1.7540075,-0.06466543,InfoVis
1.6771635,-3.490221,0.784319,SciVis
-0.22526498,1.848153,0.0337237,InfoVis
3.5764205,-0.49881586,-0.71837234,SciVis
-0.22796991,0.8502045,-0.18061216,InfoVis
0.36769494,3.1543717,0.2979395,InfoVis
-1.2659596,0.2764399,-0.018112596,InfoVis
6.1794415,0.067319356,-0.30557376,SciVis
-1.7529905,-0.99256486,-0.40961355,InfoVis
5.891046,-0.6589354,0.011332769,SciVis
-0.76393074,1.8632598,0.13177821,InfoVis
-1.3648676,-0.49802035,-0.31052738,InfoVis
-1.2528877,0.85560274,-0.121976,InfoVis
9.982205,1.1496948,-0.004148026,SciVis
-1.2468584,0.5015296,-0.32474425,InfoVis
-1.5594692,-2.364715,-0.23976183,InfoVis
-0.7618423,-1.1651258,-0.102274396,SciVis
6.2469406,-0.23482955,-0.006291848,SciVis
1.208834,-1.7631557,0.68740946,SciVis
-0.85266805,-2.0717235,0.5971995,SciVis
-0.75874674,-1.932331,0.11647509,SciVis
-1.3205867,-0.72167367,-0.20480935,InfoVis
-1.1332194,-1.4674664,-0.2928482,InfoVis
1.3541441,-1.7593455,0.7315126,SciVis
-1.1313735,-0.7746575,-0.41980076,InfoVis
5.68128,0.6789157,0.28118464,SciVis
6.770792,1.6329379,-0.2496526,SciVis
6.0746837,0.34485775,-0.51858926,SciVis
-1.5104883,-1.7107136,0.099033855,VAST
-1.2214619,-1.750599,0.26630363,VAST
-0.43743855,1.1181179,0.024656681,VAST
-1.4961342,-1.6532836,0.12298465,VAST
-1.4803772,-1.7102488,0.08571427,VAST
-1.4390609,-2.1769977,0.22094247,VAST
-1.4304212,-1.1759858,0.17657688,VAST
0.3757404,-1.0211651,0.42046064,VAST
-0.6791956,1.7683997,0.39682257,VAST
0.13521254,0.31151196,0.11513315,VAST
-1.3340598,-2.298553,0.18425754,VAST
-1.5117648,-0.098573536,-0.3114186,VAST
-1.6023068,-1.7392184,-0.22307974,VAST
-1.578848,-1.731691,0.016275102,VAST
-1.3634349,-1.2356893,-0.46259418,VAST
0.087820694,-2.0789454,0.45336998,VAST
-1.3433936,-1.184732,0.08281297,VAST
-1.1370435,0.15635309,-0.21930096,VAST
0.15636359,-2.0281937,0.81786686,VAST
-1.2126529,-1.1556678,-0.19079915,VAST
-0.8546793,0.01722968,-0.09356419,VAST
0.10819833,-2.2893856,0.60015774,VAST
-0.71629494,-1.8684696,0.42880222,VAST
-0.8330971,-0.42236906,-0.08929432,VAST
-1.260563,-1.6990508,-0.057938904,VAST
-1.1865025,-1.6983995,-0.050888717,VAST
-1.414362,-0.5306309,-0.43877515,VAST
-1.5155408,-0.8321101,-0.32512885,VAST
-1.6259118,-1.2920464,-0.45999134,VAST
-1.7356501,-1.3505099,-0.38318375,VAST
-1.5518941,-2.2051365,-0.052565336,VAST
-1.0978432,-1.7982974,0.0234534,VAST
0.1449385,-0.7170405,0.058667157,VAST
0.030309958,3.920425,0.68517995,InfoVis
-0.19776739,2.9342866,0.4310448,InfoVis
0.13662502,4.290043,0.5946891,InfoVis
-0.511906,2.0206091,0.19819206,InfoVis
-0.5493794,1.4475183,-0.03603511,InfoVis
8.70983,2.7420704,-1.1271318,SciVis
0.6826577,2.6514692,0.00043823718,InfoVis
-1.4170607,-1.7463609,-0.21140689,VAST
-1.5018268,-2.4889662,0.040066767,VAST
-1.43571,-2.3413613,-0.25089535,VAST
-0.76712906,-0.92138845,-0.17519382,VAST
-1.324183,-1.3452771,-0.1215235,VAST
1.0222934,-1.231812,0.0005870323,VAST
-0.8698165,0.7615806,0.031153934,VAST
-1.3058147,-1.3219539,-0.27754378,VAST
-0.9859268,0.46507746,-0.27477697,VAST
-0.90113926,-1.6230614,0.0136789195,VAST
-1.4605023,-0.43440792,-0.42111725,VAST
-0.9260508,-2.5767531,0.06095264,VAST
-0.8204807,0.015431458,-0.22788785,VAST
-0.82673264,0.5642104,0.070952915,VAST
2.7432432,-0.09171676,0.07873579,VAST
-1.2126727,-1.6524287,0.10230759,VAST
-1.4579813,-1.4324455,-0.03721499,VAST
-1.7017716,-0.6870106,-0.35050792,VAST
-1.3706384,-1.8320363,-0.21395387,VAST
-1.3934851,-1.3122603,-0.5485965,VAST
0.97443897,0.4834597,0.39965564,SciVis
1.575171,-1.9149652,0.2540398,SciVis
0.39022046,-2.498944,0.4556089,SciVis
0.5304679,-2.8974166,0.923204,SciVis
0.9940108,-0.49747762,-0.20108126,SciVis
0.29327786,-0.17775151,-0.06900663,SciVis
6.1185975,-0.16317385,0.45695612,SciVis
5.022828,0.39216796,-0.7551679,SciVis
1.1397492,-1.2566167,0.022978598,SciVis
-0.66796446,1.3141199,0.22391196,InfoVis
-0.22844325,1.0410563,0.16590303,InfoVis
7.797257,-0.9830227,-0.07614391,SciVis
-0.48816845,1.8005295,-0.22155444,InfoVis
-0.9583921,1.5116873,-0.105440415,InfoVis
-0.03715929,1.8073676,0.13789327,InfoVis
-0.693152,-1.0457137,-0.1652,InfoVis
0.10262918,1.1142086,0.101947375,InfoVis
-0.59798867,0.52497643,0.20921019,SciVis
-0.9434696,1.6319028,0.27375412,InfoVis
-1.2970368,-1.2718155,0.0674538,SciVis
-1.086715,0.47371757,-0.11280911,InfoVis
-1.213726,-2.345041,-0.047672354,VAST
6.314897,-1.3706977,0.056289654,SciVis
-0.7593503,-0.29239252,0.27363756,InfoVis
9.492062,-1.849318,0.19670013,SciVis
-0.75052917,0.77302164,-0.16906129,InfoVis
3.1477683,0.8594404,0.014198788,SciVis
5.069775,-2.0370274,-0.6243735,SciVis
1.568783,-1.5395076,0.81491095,SciVis
-1.1750782,1.9918227,-0.17422734,InfoVis
-0.51435405,1.6086409,0.16818774,InfoVis
3.7872522,-1.9780666,-0.53525877,SciVis
1.6509831,-0.44179273,-0.022260284,SciVis
5.2779117,-0.71836215,-0.16497384,SciVis
3.7059643,-0.6246729,-0.41756207,SciVis
-0.7327985,1.5383378,0.02438723,InfoVis
-1.0249016,0.515272,-0.13902847,InfoVis
-0.75950015,1.0174525,-0.030395765,InfoVis
1.3181248,1.7851642,0.05027016,InfoVis
-1.3704637,-1.4335923,-0.13761765,InfoVis
4.3520765,0.22357427,-0.5542626,SciVis
1.8715594,-3.1169956,0.618987,SciVis
3.483811,0.31797206,-0.29404464,SciVis
3.7512214,0.2575176,-0.07403072,SciVis
-0.4803358,-1.8548964,0.50513124,SciVis
4.8434715,-1.4150617,0.13728271,SciVis
8.710915,-0.32445785,0.16113873,SciVis
0.96064085,-1.5991431,-0.22305883,SciVis
8.0815115,-0.5595054,0.093984894,SciVis
2.2251968,-3.865702,1.5023458,SciVis
1.6513923,-2.0019405,0.16759406,SciVis
3.8577297,-0.084824465,-0.20876451,SciVis
-1.2084215,2.5679083,-0.033861347,InfoVis
-1.2385403,0.1108398,-0.26031807,InfoVis
0.6021852,2.2200763,-0.096879095,InfoVis
-1.2566102,-0.25049648,-0.15475577,VAST
-1.4493347,-1.4559264,0.13373178,VAST
-1.0721653,-1.6814119,0.3192465,VAST
-1.2375078,-0.9544781,-0.19229737,VAST
-1.5941945,-0.9508307,-0.30253947,VAST
-1.6310633,-0.81849784,-0.37988535,VAST
-1.3139291,-1.7786876,0.25317144,VAST
-1.069365,-0.7687081,0.028557088,VAST
-1.3377563,-1.8395796,-0.13619284,VAST
-1.1882935,-2.4110117,0.169224,VAST
-1.3966436,-1.2572182,-0.16598108,VAST
-1.059686,-0.8081021,0.25823495,VAST
-1.2751142,-1.1072483,-0.1517572,VAST
-1.3991914,-1.3859317,-0.07872514,VAST
-1.6623945,-0.6372478,-0.369194,VAST
-1.5685958,-1.1876403,-0.287503,VAST
-1.5058757,-1.7904271,0.028652042,VAST
-0.43317917,1.2925353,0.11907735,InfoVis
-1.3229117,0.73901093,-0.30970314,InfoVis
-1.1692019,0.759962,0.07839357,InfoVis
-0.8300738,2.7593427,0.3171023,InfoVis
-1.2125343,0.18592554,-0.16696213,VAST
-0.3781911,2.23092,0.18644162,InfoVis
-0.17574488,1.2611984,0.13463493,InfoVis
0.8273698,-0.18505439,0.3103794,InfoVis
-1.3850975,-1.3616545,-0.20959492,VAST
-1.1137031,-0.0054352293,-0.110077456,InfoVis
-1.3152461,-0.95014924,-0.31949824,InfoVis
-1.2141243,-1.445908,-0.0074880533,VAST
-1.2961367,0.42215168,-0.3104697,InfoVis
-1.3291184,0.7656138,-0.16956404,VAST
-0.3056597,1.3577293,-0.14877301,InfoVis
-1.0641191,0.7908333,-0.112589836,InfoVis
-1.3677195,-2.022323,-0.007552899,VAST
-0.16806544,1.615498,0.092584856,InfoVis
-0.64156765,-0.10533512,-0.2799038,InfoVis
-0.968471,-2.1500254,0.5372274,VAST
0.12567784,3.0197854,0.23085876,InfoVis
2.089222,-2.618241,0.3994248,SciVis
-0.3153614,-0.2574165,0.24516357,VAST
2.9532993,-3.2959101,1.3262155,SciVis
4.7429028,-1.1165687,-0.6163112,SciVis
5.5907583,-0.39630002,0.107915655,SciVis
11.167057,1.4941683,-0.090691656,SciVis
-1.6235228,-1.4746197,-0.30555195,VAST
-1.5426878,-1.7893828,-0.14280184,VAST
-0.5957884,0.9926185,-0.26437896,InfoVis
-0.53096837,-0.16771095,0.2420215,VAST
-0.85412186,0.07440749,-0.44782943,SciVis
-1.5371455,0.18864696,-0.27877915,VAST
-1.2245837,-1.2126483,0.06973907,SciVis
0.9444695,-2.407142,0.9440891,SciVis
-1.1425446,0.18949993,-0.17189445,VAST
-1.2232178,0.22412822,-0.22141074,VAST
-0.66462195,-1.6294541,0.26452866,VAST
-1.5012683,-1.2656281,-0.110181525,VAST
-0.19469084,1.8482517,0.14938398,InfoVis
-0.94933337,-2.0607462,0.030291114,VAST
-1.2537031,-2.1677532,0.23854959,VAST
-0.77790076,-2.1618705,0.40886188,VAST
-1.1279908,-1.3715185,-0.34472492,VAST
-1.0259515,-1.3996292,-0.274639,VAST
-1.2704737,-1.7556751,-0.34768376,VAST
-1.3608983,-1.7428917,-0.44624928,VAST
1.2656581,-1.4072541,0.6029308,VAST
-0.16958493,-2.4527822,0.38241804,VAST
-1.5256286,-2.3514194,-0.1892519,VAST
-1.2119412,-1.4506654,-0.11761045,VAST
8.24355,1.132998,-0.39920303,SciVis
-1.3046197,-1.0910016,0.12202583,VAST
-1.5247542,-0.91804487,-0.52291334,VAST
-1.3973093,-0.86004716,-0.27245894,VAST
-1.3050052,-1.3294425,0.19835532,VAST
-1.2798957,-0.50112593,-0.33809868,VAST
3.572521,0.9538371,-0.24782111,SciVis
-1.2823058,-2.2608294,0.12111111,VAST
-1.0534763,-2.0768144,0.017316729,VAST
-1.4407877,-1.3495228,-0.37884146,VAST
-1.453749,-0.7310991,-0.19920449,VAST
-1.0861416,0.5146359,-0.12922679,VAST
-1.3517598,-1.5664102,0.0053434283,VAST
-0.9885743,-0.26478392,-0.15909837,VAST
-1.2945621,-1.2170995,0.046948772,VAST
-1.3749303,-2.5084486,0.336995,VAST
0.0644044,-1.564024,0.10671656,VAST
-0.8715076,-0.96723753,0.12319631,VAST
-1.3027143,-1.2270013,0.3084029,VAST
-0.91202086,2.1597724,0.038397882,InfoVis
-0.68099385,0.81338406,-0.06602489,VAST
0.1785669,1.1223127,-0.24334556,InfoVis
-0.81429565,0.8102608,-0.34876692,InfoVis
-0.68938136,0.5768159,-0.13498788,InfoVis
-0.15406716,2.6266463,0.09708896,InfoVis
-1.4400253,-1.8540976,-0.06144361,VAST
-1.1361463,-2.1304138,0.20958315,VAST
-0.63829124,0.4959534,0.1043425,VAST
-0.99725276,-1.9573023,0.4456761,SciVis
-1.083354,1.5462556,0.046631623,InfoVis
-0.96844614,-1.1669921,-0.031917885,InfoVis
-1.0865319,-1.244784,-0.21237554,InfoVis
-0.9202785,-0.65697163,0.33102375,InfoVis
-1.640292,-0.785982,-0.54202086,InfoVis
-0.98645276,1.1805649,-0.10343573,InfoVis
-0.6107363,0.5703958,0.011080374,InfoVis
-0.9403769,1.3411851,0.18274802,InfoVis
3.1263058,0.9097971,0.006635963,SciVis
1.1384845,-2.25973,-0.13083415,SciVis
2.6497724,-3.6972258,1.3103687,SciVis
0.7428749,0.8336529,-0.2830283,InfoVis
0.011729692,2.014524,-0.033468146,InfoVis
-0.6592235,1.337518,0.01970116,InfoVis
-0.19186898,-0.2230912,0.1331641,InfoVis
-0.25081334,3.6539934,0.4375138,InfoVis
-1.1097609,-1.2683342,-0.21599524,InfoVis
-1.0148766,0.37991422,-0.10828215,InfoVis
-1.2814735,-1.8155788,0.03282307,VAST
-1.4303254,-0.56403965,-0.22426662,InfoVis
-0.6812784,-0.4545167,0.05508184,InfoVis
-1.2956998,-1.7808762,-0.06428934,VAST
-0.51839787,0.503479,0.07926537,SciVis
5.0975347,-1.3268305,-0.09641741,SciVis
5.0909214,0.3032334,-0.30264005,SciVis
6.523479,-1.0627795,-0.57920784,SciVis
-0.6687368,-1.7848232,-0.10355154,VAST
-1.543467,-1.29122,-0.12878999,VAST
0.9846356,-0.25695834,0.060369413,SciVis
3.7447877,-1.3707765,-0.086183295,SciVis
3.081473,-1.2125872,-0.40482014,SciVis
-0.82094026,-0.6133053,-0.09835278,SciVis
-1.4311668,-2.4796097,0.11949431,VAST
-1.3115499,-2.4698262,0.46287718,VAST
-0.5007777,-1.8488101,0.75386685,VAST
-1.742113,-1.6018462,-0.18998206,VAST
-1.528348,-2.1818824,0.11180778,VAST
-0.837075,0.5986747,0.21055107,InfoVis
-0.16939597,2.2102423,0.2683151,InfoVis
2.839308,1.0239973,-0.3516622,SciVis
-1.073733,1.5499378,-0.2357378,InfoVis
1.2643142,-1.0389032,0.41660172,SciVis
1.4160252,-2.8814306,1.1755918,SciVis
-0.37462425,0.06626119,0.07228561,SciVis
-0.8916752,0.6249739,-0.12963764,InfoVis
-0.9752931,0.91034424,-0.25563252,InfoVis
-0.4905546,1.6976941,-0.06833234,InfoVis
0.5092726,4.0815406,0.4216762,InfoVis
-1.0575324,0.3922467,-0.112315,InfoVis
-0.8388298,0.68305206,-0.055717796,InfoVis
-0.85913455,1.7399777,-0.18511514,InfoVis
3.2503047,0.31209207,-0.44715065,SciVis
6.4060497,-2.1457903,-0.0006264911,SciVis
3.3658137,-1.4554344,0.007483648,SciVis
6.35031,-2.7047856,0.037251707,SciVis
-0.061500125,2.6939917,0.37268507,InfoVis
6.8018637,-0.4937151,-0.18736139,SciVis
2.671554,-1.1244855,-0.015035513,SciVis
3.1795468,0.8614378,-0.6411091,SciVis
4.7323284,2.4196353,-0.119390085,SciVis
-1.138623,-0.45866114,-0.19277444,InfoVis
0.0038456533,1.4090583,0.08509723,InfoVis
0.514204,1.5699817,0.20426568,InfoVis
2.6144755,1.500503,-0.19670475,SciVis
0.0846702,3.5067596,0.29573235,SciVis
2.1117566,0.4668945,0.13404818,SciVis
-0.81971353,0.2796967,-0.07783579,InfoVis
-1.0817448,-0.15520805,-0.42936498,VAST
-0.89955693,2.1017046,-0.16289848,InfoVis
-0.7966096,1.8893079,0.16956678,InfoVis
-0.5820974,0.7246853,0.22152603,InfoVis
-0.5275584,2.6003067,0.39984265,InfoVis
6.261428,-0.8074441,0.28816998,SciVis
-1.0568373,-0.8502656,-0.12048458,InfoVis
4.062869,-0.51868874,-0.07089359,SciVis
-0.4951825,1.9245144,0.15601726,InfoVis
0.065666825,2.6136987,0.23884754,SciVis
5.9983134,0.90420204,-0.8933859,SciVis
0.760824,-1.6925584,0.21059419,SciVis
0.01895729,-0.4768828,-0.20847233,SciVis
1.2969711,-3.8679104,1.6450907,SciVis
-1.0391966,-0.15072164,-0.11727605,VAST
-0.25943553,2.197851,0.16289634,InfoVis
0.2210248,2.1189544,-0.025386674,InfoVis
-0.9870635,-0.016166143,-0.0810146,InfoVis
7.750571,-2.3489132,-0.0026328815,SciVis
5.626454,-1.8667724,0.5481443,SciVis
2.7954614,-0.7214596,0.05066393,SciVis
3.438371,-1.3668877,-0.45422572,SciVis
1.3969759,-0.27272406,-0.20511381,SciVis
-1.3534367,1.2718009,-0.27068812,VAST
-1.0074247,0.2929263,0.07444561,VAST
2.7713861,-3.273296,1.1979562,SciVis
-0.7313366,0.1696848,-0.25613496,InfoVis
-0.5168679,2.440874,0.37060735,InfoVis
-1.5153929,-2.4526296,0.007870879,InfoVis
-1.1072638,-0.87439084,0.26063147,SciVis
-0.26435652,3.2687502,0.73714375,InfoVis
-0.39282084,2.1673849,0.2587498,InfoVis
-0.60078615,1.8313274,0.6248878,InfoVis
-1.4972596,-2.419878,-0.2039544,InfoVis
4.045887,-1.0164503,-0.52551097,SciVis
0.3985219,-2.3806136,0.024742559,SciVis
0.70564926,-1.4426609,0.097944565,SciVis
-0.55099165,1.2701726,-0.043577798,InfoVis
-0.26025724,0.34711155,-0.12291924,SciVis
-1.2072439,0.36005017,-0.29624772,InfoVis
-1.2026925,0.2188822,0.3216823,InfoVis
0.09311901,1.7972122,-0.056404788,InfoVis
-0.5335459,0.37577176,-0.33820364,SciVis
-1.1722003,-1.1452175,-0.07433144,VAST
-0.55542344,0.9053506,-0.18064547,InfoVis
-0.27703217,0.087458245,-0.26602882,InfoVis
-1.4545816,-2.3301136,0.013803837,VAST
0.13308999,3.6430085,0.50631565,InfoVis
-1.5236131,-2.2018523,-0.12941037,VAST
0.18654524,-1.7331413,0.15925357,VAST
-1.0999848,-2.6267548,0.4398357,VAST
8.060465,1.0759249,-0.41984344,SciVis
-1.3382431,-0.69158304,-0.25894397,VAST
-0.117754035,0.5614283,0.3758001,SciVis
-1.3909137,-2.0183513,-0.16083257,VAST
0.19526437,-0.38099828,-0.3855564,SciVis
2.2876365,-0.67396045,0.15025106,SciVis
-1.4860646,-2.419587,-0.0017128921,VAST
-0.96695745,-0.6779806,-0.10532186,VAST
-0.59977865,0.46289483,-0.01622986,VAST
-0.6336559,0.48623222,0.10748338,VAST
-1.4920416,-2.4797707,0.11076633,VAST
-0.7336176,-0.8354442,-0.1442086,VAST
-1.0463643,-1.6618931,-0.13729692,VAST
-1.486116,-1.5330324,-0.01842089,VAST
-1.2241775,-1.2387707,-0.10549429,VAST
-1.547954,-0.50989336,-0.42606854,VAST
-1.7097085,-0.7412677,-0.51258856,VAST
-1.4044716,-0.6624074,-0.53335845,VAST
-1.5331537,-1.8238901,-0.13145034,VAST
-1.3732611,-1.2278858,0.019776896,VAST
-1.40018,-1.8496349,-0.13090791,VAST
-1.5437785,-1.4295248,-0.11954312,VAST
-1.3135468,-1.68384,-0.24057968,VAST
0.6031385,2.0380745,-0.061851837,InfoVis
-0.46959272,0.2701584,0.03306401,InfoVis
-1.3367122,-0.90355384,-0.19402468,VAST
-0.95158345,1.585037,0.2670683,InfoVis
-0.4691481,-0.07545515,0.0073309895,VAST
-0.33913493,2.6289616,-0.061147973,InfoVis
-1.0904282,-1.5242146,-0.26229793,InfoVis
-1.2677364,-1.3057597,-0.11226825,VAST
0.9039151,-1.413511,0.90039825,VAST
-1.4734534,-1.8643672,0.050972365,VAST
-1.4901669,-2.3724728,-0.19751681,VAST
-0.9869326,0.18591698,-0.14533134,InfoVis
-1.2211275,0.10341629,-0.23538807,InfoVis
-1.3234656,-0.33182645,-0.03262118,VAST
-1.4368151,-1.6586859,-0.17703633,InfoVis
-1.5606287,-1.8750396,-0.040459666,VAST
-0.97856855,0.13562597,-0.044769827,VAST
-0.45473507,1.1881633,-0.14031966,InfoVis
-1.2681494,-1.6923358,-0.13487227,VAST
-0.75149816,0.84977436,-0.21781316,InfoVis
-0.67547816,0.94354707,-0.07372001,InfoVis
-0.7684024,2.4801002,-0.07742045,InfoVis
3.2169611,2.545603,0.052594155,InfoVis
-1.1444478,1.5768878,0.057173364,InfoVis
-0.9660016,0.2584183,-0.34726816,InfoVis
-1.3488129,-0.27526197,-0.35593468,InfoVis
-1.4712353,-2.0165114,-0.13052231,VAST
-1.0404193,-0.1832521,-0.30098006,VAST
-1.3304012,-1.8729719,0.34061658,VAST
-1.3897625,-2.6079977,-0.10888411,VAST
-1.7839644,-1.2803917,-0.47395232,VAST
-1.1396939,-0.63018703,-0.48881933,VAST
-1.2669129,-1.5493206,-0.07122418,VAST
-1.3058656,-2.3247924,0.097782426,VAST
-1.3614529,-1.8637363,0.020037428,VAST
-1.4089527,-1.6684217,0.16360666,VAST
-1.2071096,-2.696427,0.42949885,VAST
-1.5724553,-1.9624505,-0.15414,VAST
-1.032676,-3.17085,1.071354,VAST
2.9971292,-1.8785887,0.89148945,SciVis
-1.3890717,-1.7095599,-0.37064064,VAST
-1.3414267,-1.224747,-0.146977,VAST
2.4518442,0.7081179,0.20011231,SciVis
2.5010822,1.3686466,-0.007859091,SciVis
-1.372804,-2.287001,0.13480586,VAST
-1.4167869,-2.2536728,-0.080383494,VAST
-1.1959217,-0.03337753,-0.10702468,VAST
-1.4014258,-2.4589303,0.084121086,VAST
2.1577568,-2.3179972,0.5586583,SciVis
5.3148956,-0.97602403,0.14096649,SciVis
2.186412,-2.1999478,-0.22453003,SciVis
4.292373,0.55129886,-0.51748484,SciVis
